SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AvgMonthlySpend,ServicesCount,ContractStrength,AutoPay,Tenure_MonthlyCharge
0,-1.2774445836787656,-1.1609748709439422,-0.9942419353101233,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,29.85,1,1,0,29.85
0,0.06632741908223598,-0.2594648579797186,-0.17324412574959375,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,55.5735294117647,2,2,0,1936.3000000000002
0,-1.2367242199587352,-0.3625896196103125,-0.9596740712020441,1,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,54.075,2,1,0,107.7
0,0.5142514200025698,-0.7468125218146219,-0.19476626336477718,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,40.90555555555556,3,2,1,1903.4999999999998
0,-1.2367242199587352,0.19794335893017342,-0.9404697022531111,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,75.825,0,1,0,141.4
0,-0.9924020376385531,1.1609955683513644,-0.6451859741727949,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,102.5625,3,1,0,797.2
0,-0.4223169455581282,0.810038718285956,-0.14679948896704018,0,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,88.60909090909091,2,1,1,1960.1999999999998
0,-0.9109613101984924,-1.1643014761578323,-0.8741373704237511,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,30.189999999999998,1,1,0,297.5
0,-0.1779947632379461,1.3323157368667056,0.3373492744317471,1,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,108.78750000000001,4,1,0,2934.4
0,1.2064976032430856,-0.28607769969083974,0.5324391741681479,0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,56.25725806451613,2,2,1,3481.2999999999997
0,-0.7888002190384014,-0.49232722295202724,-0.7480728289670203,0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,45.18846153846154,1,1,0,649.35
0,-0.6666391278783103,-1.5152583262232404,-0.8631445247495343,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,20.425,0,3,1,303.2
0,1.0436161483629645,1.1842818048485948,1.5006704790038297,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,97.95,3,2,1,5820.299999999999
0,0.6771328748826912,1.2957230795139143,1.2160043388136705,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,102.78163265306122,4,1,1,5081.3
0,-0.30015585439803716,1.3556019733639364,0.1784165658888543,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,107.44200000000001,5,1,0,2637.5
0,1.4915401492832983,1.613413877440421,2.478128710529918,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,114.42246376811593,6,3,1,7814.25
0,0.7992939660427822,-1.4670225506218337,-0.5558083996047153,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,19.672115384615385,0,2,0,1073.8
0,1.5729808767233588,1.395521235930618,2.251693748830891,0,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,103.97535211267606,4,3,1,7575.7
0,-0.9109613101984924,-0.31768044922279576,-0.774164281952812,1,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,52.835,2,1,1,552.0
0,-0.46303730927815856,0.8416414678179122,-0.18498748699192968,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,88.70952380952382,3,1,0,1891.05
1,-1.2774445836787656,-0.8349675599827101,-0.9899154337997889,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,39.65,2,1,0,39.65
0,-0.8295205827584317,-1.4952986949398999,-0.9181308271079157,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,16.854166666666668,0,2,1,237.60000000000002
0,-1.2774445836787656,-1.4836555766912842,-0.9985242888458623,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,20.15,0,1,0,20.15
0,1.0436161483629645,-0.16133000416996007,0.5400105518112329,0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,60.432758620689654,2,3,1,3474.2
0,0.6771328748826912,-0.17130981981163035,0.30390718367584674,0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,60.61836734693878,3,1,1,2920.4
0,-0.0965540357978854,-0.3143538440089058,-0.3316912065719389,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,51.019999999999996,2,1,1,1659.0
0,0.5956921474426305,1.1510157527096936,1.0892334297634156,1,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,101.04574468085106,3,1,0,4669.45
0,-1.2774445836787656,-1.1493317526953266,-0.9940874173990399,1,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30.2,1,1,0,30.2
0,1.6137012404433893,0.8482946782456926,1.804563062130219,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,88.46458333333334,6,3,1,6498.0
0,-0.62591876415828,-0.0016529539032339923,-0.5248385954261489,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,64.3,2,1,0,1099.9
1,1.5729808767233588,1.05121759629299,1.9800512611463297,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,95.30915492957746,4,3,1,6840.849999999999
1,-1.2367242199587352,1.022941451974924,-0.9272253098745368,0,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,90.825,3,1,1,191.0
0,-0.21871512695797646,0.0465828216981729,-0.17988839592617856,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,69.42407407407407,4,2,0,1786.0500000000002
0,-1.2774445836787656,-1.4819922740843392,-0.9985022148585647,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,20.2,0,1,1,20.2
1,-1.2774445836787656,-0.6486776680048632,-0.9874431472224551,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45.25,0,1,1,45.25
0,1.6137012404433893,1.1693120813860898,2.1940585679967946,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,100.71805555555555,4,3,1,7192.8
0,-1.1145631287986442,0.1646773067912722,-0.8675151742344638,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,63.379999999999995,0,1,0,348.5
0,0.5549717837226001,0.3343341726996683,0.5590824768363802,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,77.13695652173914,1,1,1,3440.7999999999997
0,0.06632741908223598,1.3838781176820023,0.559501882595035,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,104.38970588235294,4,1,0,3615.8999999999996
0,-0.8702409464784621,1.1011166745013419,-0.5194083945509333,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,100.4909090909091,3,1,1,1076.35
0,-0.9109613101984924,-0.5056336438075879,-0.79740819057721,0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,47.57,1,2,0,495.5
0,1.5322605130033284,0.14804428072182158,1.1436237344647615,0,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,69.605,3,3,1,4844.0
0,-0.62591876415828,-1.4636959454079435,-0.82277120198218,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,24.602941176470587,0,2,0,352.75
0,1.247217966963116,0.5023277360011195,1.1388116052338793,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,77.16587301587302,5,3,1,5030.549999999999
0,-0.7888002190384014,0.38090664569413024,-0.5741298090617433,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,75.49615384615385,4,1,0,990.6
0,0.6771328748826912,0.6570148784470105,0.7173088177857488,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,79.72857142857143,1,1,0,4140.5
0,-1.2367242199587352,-0.5156134594492582,-0.9645965703694143,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,48.5,1,1,0,98.5
0,-1.2367242199587352,0.5289405777122409,-0.9437808003477547,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,72.075,1,1,0,161.3
0,0.7992939660427822,0.4990011307872296,0.8546531667515656,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,81.11153846153846,4,3,1,4147.0
0,1.4915401492832983,-0.01994928257962958,0.8706788815296407,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,61.6536231884058,3,3,1,4426.35
1,0.43281069256250915,0.8482946782456926,0.687310269048278,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,89.27325581395348,2,1,0,3880.75
0,-0.7073594915983407,1.1426992396749682,-0.3776933961001872,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,95.09333333333333,4,1,1,1486.5
1,-0.30015585439803716,0.15802409636349185,-0.23366062898319062,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,70.10600000000001,3,1,1,1737.5
1,-0.9924020376385531,0.5289405777122409,-0.7278309826150992,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,79.1625,1,1,1,645.2
1,1.125056875803025,0.3359974753066133,0.9599681601485298,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,74.27250000000001,5,2,1,4491.0
1,-0.5851984004382496,1.021278149367979,-0.2337047769577859,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,97.36388888888888,2,1,0,1718.1000000000001
0,1.247217966963116,1.1609955683513644,1.7788468669284871,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,100.17777777777778,3,2,1,6277.950000000001
1,1.369379058123207,1.4537368271736952,2.116645094544028,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,107.21742424242424,5,2,0,7157.7
0,0.06632741908223598,-1.3239785264245583,-0.612604768921502,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,26.302941176470586,0,3,1,848.3
0,1.6137012404433893,1.4221340776417388,2.4598293750601874,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,109.07916666666667,4,3,1,7740.0
0,0.5956921474426305,1.1892717126694303,1.070669206446114,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,100.15106382978725,3,1,0,4723.5
0,1.125056875803025,0.8366515599970773,1.398953545536378,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,90.845,2,1,1,5394.0
0,1.6137012404433893,-0.753465732242402,0.3002429017844411,0,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,41.138888888888886,3,3,1,3031.2000000000003
0,-0.5851984004382496,-0.34429329093391686,-0.5848798408756862,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,53.172222222222224,2,2,1,979.1999999999999
0,-0.9516816739185228,0.9863487946221329,-0.6289615935090412,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,95.25,2,1,0,849.6
0,-1.1960038562387048,0.35096719876911897,-0.8996548997398044,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,81.36666666666666,4,1,0,225.89999999999998
0,0.5956921474426305,0.47072498646916366,0.6041354849108307,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,77.66702127659575,1,2,0,3708.3
0,-0.055833672077855064,0.48070480211083394,0.09504311586572828,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,80.55483870967741,5,3,0,2455.2000000000003
0,0.7178532386027215,-1.4836555766912842,-0.5964466102196411,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,18.618,0,3,1,1007.4999999999999
0,-0.9109613101984924,0.5023277360011195,-0.6156730531558716,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,88.735,2,1,0,798.5
0,-1.2774445836787656,-0.5222666698770385,-0.9857655241878356,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,49.05,1,1,0,49.05
0,0.7992939660427822,-1.475339063656559,-0.5259202208037324,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,20.974038461538463,0,2,0,1060.8
1,1.2879383306831464,1.5585248914112337,2.1266446107898513,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,110.921875,5,3,1,7142.4
0,1.2064976032430856,-1.347264762921789,-0.3784880596429018,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,22.97741935483871,0,3,1,1503.5
0,-1.1960038562387048,-0.008306164331014335,-0.9291015987948348,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,59.13333333333333,3,1,1,193.5
1,0.9621754209229036,1.5219322340584427,1.7030447945484464,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,109.63392857142857,5,2,0,6188.0
0,0.5549717837226001,-0.30271072576029034,0.1796527091775211,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,58.45326086956521,1,2,1,2559.9
0,-0.9924020376385531,-0.33597677789919156,-0.7945164982412213,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,60.28125,2,1,0,437.2
1,-0.0965540357978854,0.33267087009272334,-0.07532391809733362,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,70.37666666666668,4,1,0,2242.5
0,0.5142514200025698,-1.292375776892602,-0.4703158468010176,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,27.035555555555554,0,2,1,1165.5
0,-1.2774445836787656,0.48569470993166886,-0.9723886878854755,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,79.35,1,1,0,79.35
0,-0.8702409464784621,-0.4723675916686867,-0.7578295313525703,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,51.39545454545455,3,1,0,556.05
0,-1.0331224013585834,0.34597729094828406,-0.7880488199630175,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,70.98571428571428,1,1,1,526.0500000000001
0,0.3920903288424788,1.2990496847278041,0.9030834948825526,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,103.03571428571429,5,1,1,4359.599999999999
0,0.6771328748826912,-1.4836555766912842,-0.5777057950039584,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,19.864285714285714,0,3,1,987.3499999999999
0,-0.9516816739185228,1.1493524501027486,-0.6018105891329637,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,102.08333333333333,3,1,1,893.6999999999999
0,0.10704778280226633,-0.08648138685743229,-0.029343802556382977,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,63.29857142857142,2,2,1,2175.25
0,0.6364125111626608,-1.4670225506218337,-0.5407760142550334,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,22.020833333333332,0,3,1,991.1999999999999
